customer_id,signup_month,initial_plan
CUST01864,2025-11,Starter
CUST01865,2025-11,Starter
CUST01866,2025-11,Starter
CUST01867,2025-11,Growth
CUST01868,2025-11,Starter
CUST01869,2025-11,Growth
CUST01870,2025-11,Starter
CUST01871,2025-11,Starter
CUST01872,2025-11,Starter
CUST01873,2025-11,Starter
CUST01874,2025-11,Starter
CUST01875,2025-11,Starter
CUST01876,2025-11,Growth
CUST01877,2025-11,Starter
CUST01878,2025-11,Starter
CUST01879,2025-11,Starter
CUST01880,2025-11,Scale
CUST01881,2025-11,Growth
CUST01882,2025-11,Growth
CUST01883,2025-11,Starter
CUST01884,2025-11,Starter
CUST01885,2025-11,Starter
CUST01886,2025-11,Scale
CUST01887,2025-11,Scale
CUST01888,2025-11,Starter
CUST01889,2025-11,Growth
CUST01890,2025-11,Growth
CUST01891,2025-11,Growth
CUST01892,2025-11,Starter
CUST01893,2025-11,Growth
CUST01894,2025-11,Growth
CUST01895,2025-11,Starter
CUST01896,2025-11,Starter
CUST01897,2025-11,Starter
CUST01898,2025-11,Growth
CUST01899,2025-11,Growth
CUST01900,2025-11,Starter
CUST01901,2025-11,Starter
CUST01902,2025-11,Starter
CUST01903,2025-11,Starter
CUST01904,2025-11,Growth
CUST01905,2025-11,Starter
CUST01906,2025-11,Starter
CUST01907,2025-11,Starter
CUST01908,2025-11,Starter
CUST01909,2025-11,Starter
CUST01910,2025-11,Starter
CUST01911,2025-11,Starter
CUST01912,2025-11,Starter
CUST01913,2025-11,Growth
CUST01914,2025-11,Growth
CUST01915,2025-11,Starter
CUST01916,2025-12,Starter
CUST01917,2025-12,Growth
CUST01918,2025-12,Starter
CUST01919,2025-12,Starter
CUST01920,2025-12,Growth
CUST01921,2025-12,Scale
CUST01922,2025-12,Starter
CUST01923,2025-12,Starter
CUST01924,2025-12,Starter
CUST01925,2025-12,Growth
CUST01926,2025-12,Starter
CUST01927,2025-12,Starter
CUST01928,2025-12,Starter
CUST01929,2025-12,Starter
CUST01930,2025-12,Growth
CUST01931,2025-12,Starter
CUST01932,2025-12,Scale
CUST01933,2025-12,Growth
CUST01934,2025-12,Starter
CUST01935,2025-12,Starter
CUST01936,2025-12,Starter
CUST01937,2025-12,Starter
CUST01938,2025-12,Starter
CUST01939,2025-12,Growth
CUST01940,2025-12,Starter
CUST01941,2025-12,Starter
CUST01942,2025-12,Starter
CUST01943,2025-12,Starter
CUST01944,2025-12,Growth
CUST01945,2025-12,Starter
CUST01946,2025-12,Scale
CUST01947,2025-12,Starter
CUST01948,2025-12,Growth
CUST01949,2025-12,Scale
CUST01950,2025-12,Scale
CUST01951,2025-12,Growth
CUST01952,2025-12,Starter
CUST01953,2025-12,Growth
CUST01954,2025-12,Growth
CUST01955,2025-12,Starter
CUST01956,2025-12,Starter
CUST01957,2025-12,Starter
CUST01958,2025-12,Growth
CUST01959,2025-12,Starter
CUST01960,2025-12,Starter
CUST01961,2025-12,Growth
CUST01962,2025-12,Starter
CUST01963,2025-12,Growth
CUST01964,2025-12,Scale
CUST01965,2025-12,Scale
CUST01966,2025-12,Growth
CUST01967,2025-12,Growth
CUST01968,2025-12,Starter
CUST01969,2025-12,Scale
CUST01970,2025-12,Starter
CUST01971,2025-12,Growth
CUST01972,2025-12,Starter
CUST01973,2025-12,Growth
CUST01974,2025-12,Starter
CUST01975,2025-12,Starter
CUST01976,2025-12,Starter
CUST01977,2025-12,Growth
CUST01978,2025-12,Starter
CUST01979,2025-12,Starter
CUST01980,2025-12,Growth
CUST01981,2025-12,Starter
CUST01982,2025-12,Starter
CUST01983,2025-12,Scale
CUST01984,2025-12,Starter
CUST01985,2025-12,Starter
CUST01986,2025-12,Starter
CUST01987,2025-12,Starter
CUST01988,2025-12,Growth
CUST01989,2025-12,Starter
CUST01990,2025-12,Growth
CUST01991,2025-12,Growth
CUST01992,2025-12,Growth
CUST01993,2025-12,Growth
CUST01994,2025-12,Growth
CUST01995,2025-12,Starter
CUST01996,2025-12,Growth
CUST01997,2025-12,Starter
CUST01998,2025-12,Scale
CUST01999,2025-12,Growth
CUST02000,2025-12,Growth
CUST02001,2025-12,Starter
CUST02002,2025-12,Starter
CUST02003,2025-12,Growth
CUST02004,2025-12,Scale
CUST02005,2025-12,Growth
CUST02006,2025-12,Growth
CUST02007,2025-12,Starter
CUST02008,2025-12,Starter
CUST02009,2025-12,Starter
